identifier,price,timestamp
roam-2,999,1757263532644
fastroad-sl-3-2022,999,1757263534272
fastroad-ar-2,1199,1757263536049
sdrbike-escape-1-city-disc,899,1757263538778
thrive-2,1199,1757263540666
rove-2,799,1757263542220
allure-rs-1-2023,1199,1757263543657
allure-rs-2-2022,799,1757263545582
allure-rs-2-2023,949,1757263547080
allure-rs-2-2024,799,1757263548607
devote-1-2024,1399,1757263550163
devote-1-2022,1699,1757263551752
silex-400-oak-bork-2026,1599,1757263555400
silex-400-warm-slate-grey-2026,1599,1757263558854
escape-city-disc-1-2024,899,1757277853203
roam-disc-2-2024,899,1757277855745
roam-2,999,1757277857238
fastroad-sl-3-2022,999,1757277858722
fastroad-ar-2,1199,1757277860802
sdrbike-escape-1-city-disc,899,1757277863278
thrive-2,1199,1757277864958
rove-2,799,1757277866480
allure-rs-1-2023,1199,1757277868602
allure-rs-2-2022,799,1757277870653
allure-rs-2-2023,949,1757277872124
allure-rs-2-2024,799,1757277873602
devote-1-2024,1399,1757277875711
devote-1-2022,1699,1757277877221
silex-400-oak-bork-2026,1599,1757277880823
silex-400-warm-slate-grey-2026,1599,1757277884367
escape-city-disc-1-2024,899,1757306842301
roam-disc-2-2024,899,1757306860773
roam-2,999,1757306862874
fastroad-sl-3-2022,999,1757306864836
fastroad-ar-2,1199,1757306866560
sdrbike-escape-1-city-disc,899,1757306869142
thrive-2,1199,1757306870990
rove-2,799,1757306872878
allure-rs-1-2023,1199,1757306874739
allure-rs-2-2022,799,1757306876939
allure-rs-2-2023,949,1757306879109
allure-rs-2-2024,799,1757306880802
devote-1-2024,1399,1757306882868
devote-1-2022,1699,1757306884765
